"","SRR18396491","SRR18396493","SRR18396494","SRR18396495","SRR18396500","SRR18396512"
"YDR292C",1323,1961,1601,825,996,956
"YDL009C",44,23,23,15,28,20
"YDR290W",1,0,0,0,2,0
"YDR282C",1052,1303,1046,540,768,648
"YDR170C",3399,4001,3306,2120,2422,2587
"YDR174W",1290,1554,1008,837,750,892
"YDL218W",7117,9262,5329,2730,4643,4145
"YDL062W",4,21,13,4,10,1
"YDL048C",6166,7505,4713,3354,3654,4832
"YDR500C",1083,1632,975,773,893,880
"YDR112W",82,136,74,54,62,68
"YDR538W",51,123,65,42,54,40
"YDL011C",2,0,1,3,1,0
"YDR355C",0,0,0,0,0,0
"YDR301W",1131,1418,1043,717,708,703
"YDR412W",77,95,89,54,47,62
"YDR530C",1758,1954,1448,1061,1038,1235
"YDR227W",1497,2030,1746,992,1206,1225
"YDR041W",3228,4581,3523,1983,2549,1595
"YDR015C",0,0,0,0,0,0
"YDL008W",269,390,417,135,247,84
"YDR234W",3287,3479,3078,1825,2594,1917
"YDR511W",425,565,547,249,313,246
"YDR519W",626,847,559,377,461,385
"YDL086C-A",0,0,0,0,0,0
"YDR250C",79,67,76,32,49,65
"YDR465C",931,1574,1231,765,820,688
"YDL001W",780,1027,744,543,634,526
"YDR454C",519,627,470,319,322,339
"YDR013W",83,127,68,62,62,32
"YDR076W",352,537,307,237,293,240
"YDL095W",906,934,852,568,604,610
"YDL007C-A",2,11,8,14,6,0
"YDL130W",306,458,243,190,214,222
"YDR100W",567,720,419,341,397,499
"YDR479C",2532,3003,2083,1530,1479,1805
"tS(AGA)D1",0,0,0,0,0,0
"YDL117W",411,395,452,223,275,326
"YDR140W",492,638,647,299,438,375
"YDR381W",2620,4437,2617,1792,2243,1890
"tQ(UUG)D2",1,1,0,0,0,0
"YDR327W",130,139,86,54,59,57
"YDR062W",1753,2111,1466,1177,1269,1285
"YDR143C",2513,3348,3104,1437,2011,1469
"YDL172C",0,0,0,0,1,0
"YDL053C",1443,1912,1437,863,1132,829
"YDR223W",3604,4340,2419,1652,1773,2119
"YDL037C",64,76,54,33,56,61
"YDL167C",813,1296,886,542,710,596
"YDR246W-A",52,57,53,53,40,23
"YDR371C-A",0,0,0,0,0,0
"YDR517W",996,1419,949,580,724,786
"YDL226C",850,1117,783,520,594,625
"YDR467C",10,8,8,7,5,13
"YDL134C",3239,3876,2582,1865,2010,2256
"YDR117C",547,821,510,409,385,364
"YDR314C",744,1048,900,517,643,585
"YDR440W",220,383,221,158,172,143
"YDR303C",567,678,489,323,363,281
"YDL078C",7352,12345,5200,4035,4537,4789
"YDL238C",413,508,386,213,192,273
"YDR529C",7610,10900,6335,3917,5045,4105
"YDR437W",280,421,274,217,245,268
"snR47",0,7,3,4,3,3
"YDL196W",177,293,117,136,123,186
"YDR452W",5210,6164,4935,3124,3434,3777
"YDR445C",0,0,0,0,0,0
"YDR347W",747,1038,696,476,510,448
"tQ(UUG)D1",0,5,0,0,1,0
"YDR490C",3651,3880,2467,2085,2046,2611
"YDR516C",7423,8567,5479,3702,4983,4636
"YDR509W",1,3,1,1,1,0
"YDL193W",762,994,799,491,528,580
"YDL137W",1691,2100,1247,785,1010,948
"YDL118W",7,19,12,7,8,2
"YDR235W",943,1194,808,533,609,610
"YDR233C",3663,4422,2839,2112,2072,3056
"YDR388W",7284,8241,5682,4337,4223,6038
"YDR209C",21,27,36,27,20,21
"YDR049W",957,1174,921,643,629,690
"YDL194W",1194,1766,1063,811,787,1029
"YDR021W",234,350,323,170,207,166
"YDR353W",1287,1568,1353,852,990,933
"YDR051C",2999,4094,2653,1567,2013,1550
"YDR288W",1010,1373,647,491,596,470
"YDR141C",2208,2510,1737,1275,1282,1595
"YDR194C",1459,1836,1409,917,1035,774
"YDR424C",760,1276,671,401,535,342
"YDR054C",2730,3967,3025,1957,2316,2099
"YDR122W",3403,4269,2414,2184,1902,2438
"YDR184C",248,452,283,222,288,209
"YDR183C-A",52,43,41,23,32,18
"YDL240W",260,406,198,219,182,190
"YDR056C",2049,2689,2044,1210,1435,1322
"YDR541C",200,250,198,121,144,123
"YDL042C",308,444,206,213,133,253
"YDR185C",467,582,371,214,310,259
"YDR328C",2597,4337,2661,1489,1997,1541
"YDR280W",857,1088,857,622,623,383
"tV(UAC)D",2,4,2,3,2,1
"YDR098C",1205,1933,1369,914,1086,904
"YDR005C",1618,2182,1538,1099,1173,1098
"YDR423C",2638,3213,2790,1790,1908,2076
"YDR017C",3121,3665,2917,1960,1926,2066
"YDR419W",840,1209,820,577,656,675
"YDR444W",599,630,468,383,306,472
"YDR341C",1479,2199,1430,918,1120,1264
"YDR154C",225,81,55,58,57,155
"YDR464W",2470,3710,2798,2002,2141,2058
"YDR132C",315,471,371,217,224,245
"YDL210W",212,243,325,102,223,111
"YDR395W",1058,1499,1126,774,813,855
"YDL222C",35913,42615,27136,19815,21189,26661
"YDR372C",2568,3068,2140,1523,1724,1375
"YDR325W",414,609,406,373,298,271
"YDR216W",5125,7855,5646,4212,4008,5135
"YDR082W",1065,1457,1127,743,731,711
"YDL224C",3285,3776,3208,2187,2089,2450
"YDR498C",880,1072,845,480,690,619
"YDR010C",137,230,164,65,147,127
"YDR006C",6196,8250,5811,3931,4266,4697
"YDR182W",1300,1931,1316,986,972,1028
"YDL102W",439,566,422,324,252,334
"YDL179W",354,376,477,221,312,229
"YDL067C",2059,3197,2023,1173,1441,1294
"YDR030C",1486,1815,1096,825,820,827
"YDR020C",249,399,257,228,176,151
"YDR527W",1180,1876,1538,808,1095,794
"YDR333C",1431,1766,1359,832,863,953
"YDL093W",247,388,313,180,226,216
"YDL043C",209,325,162,151,136,131
"YDR139C",368,660,530,215,286,235
"YDR322C-A",1597,3026,1843,1083,1322,839
"YDL130W-A",4650,6278,4735,3078,3655,3248
"YDR210W",0,0,0,0,0,0
"YDR260C",926,1550,987,635,785,709
"YDL017W",318,407,409,247,293,254
"YDR073W",437,627,424,264,378,299
"YDL069C",48,39,38,21,17,19
"YDR455C",2,5,4,6,2,8
"YDR461W",60,90,101,40,93,32
"YDR435C",630,671,471,375,378,342
"YDL063C",267,523,453,257,342,202
"YDR121W",528,646,445,318,327,390
"YDR178W",2696,2508,1542,1303,1255,2011
"YDL013W",4462,5395,5117,3067,3260,2782
"YDR534C",2100,2135,969,1320,887,1456
"YDR392W",1477,1849,1292,794,887,822
"YDR034C-A",1,7,8,4,0,2
"YDL132W",5045,6225,3463,2814,2834,3648
"YDR535C",583,594,764,343,527,289
"YDR202C",1259,1255,1078,678,649,659
"YDL050C",3,3,6,2,5,2
"YDR524C-A",1,4,0,0,1,2
"YDL109C",1564,1689,1314,824,867,909
"YDR211W",1460,2077,1382,1074,1113,1024
"YDR110W",952,1298,704,497,556,407
"tG(CCC)D",0,2,0,2,0,0
"YDR274C",271,455,285,193,165,155
"YDR167W",770,1358,895,469,669,353
"YDR156W",2600,3221,2886,1853,1921,1702
"YDL223C",115949,133129,72256,63401,59990,105398
"YDR075W",460,948,627,374,458,356
"YDR039C",2,6,1,2,2,2
"YDL088C",2071,2646,1720,1287,1279,1514
"YDL129W",940,1180,723,539,668,533
"YDL215C",3453,5139,3224,2650,2637,3064
"YDR297W",221,364,308,132,259,154
"YDR131C",462,662,478,342,359,382
"YDR230W",20,4,6,4,3,15
"YDR348C",857,1076,1252,632,730,618
"YDL169C",3151,4167,2760,1969,2075,2143
"YDR007W",253,385,226,147,139,181
"YDL195W",6726,7562,5777,3885,3952,5948
"YDR263C",459,656,430,274,292,323
"YDR220C",60,47,29,32,24,29
"YDR429C",1009,1504,990,684,767,714
"YDR119W-A",1287,2036,820,538,695,821
"YDR421W",1800,2551,1835,1167,1298,1249
"YDL186W",20,40,39,11,24,14
"YDL198C",180,286,172,135,109,126
"YDL120W",357,448,339,207,195,236
"YDR379W",2051,2604,2341,1368,1351,1502
"YDL029W",1759,2230,1453,934,1151,1170
"YDR205W",783,1073,887,597,575,678
"YDR094W",0,0,0,0,0,0
"YDR369C",968,1354,857,628,670,601
"YDR088C",1426,1880,1407,899,1001,825
"YDR411C",2039,2064,1394,1135,1142,1415
"YDR441C",372,615,411,267,320,258
"YDR446W",51,81,64,31,55,25
"YDL183C",658,716,515,374,350,368
"YDR194W-A",3,2,0,0,1,0
"YDR114C",1,11,2,1,1,1
"YDR442W",2,2,2,3,1,0
"tK(CUU)D2",0,0,0,0,0,0
"YDL059C",500,558,469,330,263,324
"YDR016C",61,151,94,63,54,37
"YDR430C",1705,2002,1329,1024,1041,1079
"YDR366C",157,137,62,61,59,37
"YDR374W-A",126,191,109,71,98,67
"YDR293C",19353,22292,14469,12200,11239,15287
"YDR459C",506,648,466,315,367,298
"YDR022C",525,871,909,332,522,330
"YDR217C",812,1004,878,593,581,582
"YDR052C",717,1082,853,545,629,539
"YDL027C",2789,3628,2395,1521,1789,1789
"YDR104C",1345,1746,1093,839,784,920
"YDL136W",706,888,511,343,473,364
"YDR248C",850,1216,858,441,653,408
"YDR078C",85,114,142,60,58,53
"YDR068W",1998,2730,2551,1093,1662,934
"YDL080C",690,812,711,438,497,462
"YDR461C-A",521,1002,547,390,490,324
"YDR252W",110,179,193,68,105,59
"YDL046W",6726,7519,5322,3696,4024,4918
"YDR540C",58,75,68,42,43,33
"YDR181C",606,874,678,400,471,407
"YDL200C",670,1323,737,387,655,296
"YDR108W",388,488,367,261,218,251
"YDR337W",1632,2106,1539,1040,1028,816
"YDR356W",415,713,487,342,335,291
"YDL235C",802,1338,795,539,733,536
"YDR320W-B",7,2,0,2,5,11
"YDL245C",86,134,74,80,46,94
"YDR170W-A",602,951,716,400,478,493
"YDR210W-B",56,102,89,39,42,34
"YDR210C-D",120,90,110,67,73,69
"YDR316W-B",2,0,0,2,1,0
"YDR261C-D",4,8,9,13,7,3
"YDR210C-C",0,0,0,0,0,0
"YDR261C-C",0,0,0,0,0,0
"YDR261W-B",80,89,102,30,44,57
"YDR365W-A",0,0,0,0,0,0
"YDR316W-A",0,0,0,0,0,0
"YDR261W-A",0,0,0,0,0,0
"YDR365W-B",1,0,1,1,3,0
"YDR098C-B",0,0,2,0,3,0
"YDR098C-A",0,0,0,0,0,0
"YDR210W-A",0,0,0,0,0,0
"YDR034C-D",384,396,248,218,181,246
"YDR034C-C",0,0,0,0,0,0
"YOR185C",3163,3452,2187,1783,1694,2156
"YOR237W",1211,1552,1777,479,1147,399
"YOL048C",2191,2256,1411,985,1212,1208
"tG(GCC)O1",2,1,1,0,0,1
"YOL144W",833,1212,911,601,750,560
"snR8",35,13,32,9,11,11
"YOR082C",16,14,11,7,13,9
"YOL072W",808,799,672,375,438,459
"YOR114W",315,486,320,170,248,189
"YOL085C",34,37,17,26,30,16
"YOR385W",7864,6631,6475,4167,5455,3193
"YOR214C",72,138,118,76,74,35
"YOL119C",2333,2763,2291,1330,1461,2263
"YOR019W",3255,3836,2268,1955,1925,2040
"YOR206W",764,1409,994,755,806,670
"YOR345C",6,3,4,3,3,3
"YOR341W",1338,2464,1534,1416,1255,1390
"YOL088C",599,840,568,386,388,406
"YOR392W",92,153,95,75,64,79
"YOR160W",1928,2101,1420,1059,1070,1220
"YOR084W",403,620,377,301,256,348
"YOR039W",704,951,755,448,493,458
"YOR264W",331,342,254,179,214,153
"YOR281C",476,590,485,324,376,280
"tK(UUU)O",6,4,12,12,12,4
"YOR230W",6512,8236,5046,3630,4411,5606
"YOR144C",276,346,269,160,216,182
"YOL081W",10014,12002,8455,5866,6474,8501
"YOL052C",916,1212,1012,606,690,609
"YOR285W",5699,8596,4736,2940,3954,3029
"YOR058C",3057,3385,3140,1780,2238,1798
"YOR270C",2876,3689,2505,1876,1802,2099
"YOL154W",653,1109,1084,475,977,378
"YOR115C",610,928,512,317,441,261
"YOL003C",510,668,459,350,333,363
"YOR258W",638,997,751,309,534,284
"tN(GUU)O2",0,2,0,2,0,0
"YOL103W",772,1012,745,506,537,513
"YOR215C",15067,19158,10841,7609,8899,7960
"YOL095C",238,302,206,174,214,181
"YOL063C",877,1139,791,544,490,757
"YOL079W",1,0,0,0,0,0
"YOR389W",760,923,749,552,538,529
"YOR231W",1573,2019,1569,1069,1264,1153
"YOR021C",1188,1829,1132,644,886,474
"YOR139C",6,14,10,4,10,3
"YOR120W",4657,6034,5552,2839,3946,4111
"YOL038W",3034,4036,2609,2004,2074,2152
"YOR023C",5569,7638,5629,3887,3935,4476
"YOL124C",288,564,353,229,270,262
"YOR212W",471,815,464,363,432,361
"YOL013W-A",3,1,0,0,0,1
"YOL120C",393,724,376,302,333,343
"YOR181W",1636,2076,1468,1229,1089,1300
"YOR333C",2,0,0,2,0,0
"YOR335C",1773,2443,1775,1236,1277,1573
"YOL046C",9,11,16,9,13,7
"YOL029C",211,234,149,135,135,130
"YOL155W-A",5,14,10,5,7,2
"YOR072W",65,84,63,58,50,61
"YOL161C",2,2,2,2,4,2
"snR58",2,7,5,7,1,1
"YOL122C",1223,1486,840,826,653,781
"YOR252W",271,488,372,256,276,212
"YOR157C",1305,1547,1124,789,818,902
"YOL107W",527,712,404,280,336,295
"YOR274W",655,1064,871,425,603,439
"YOL013W-B",2,5,4,2,0,0
"YOR343C",77,122,75,40,56,74
"YOR093C",870,1112,671,666,485,513
"YOR381W-A",45,50,32,21,33,20
"YOL065C",867,1102,798,474,602,565
"YOR092W",1444,1956,1270,754,784,1042
"YOR207C",2113,2924,2141,1726,1759,1490
"YOR365C",109,146,112,65,88,64
"YOL005C",699,906,798,533,632,480
"YOL020W",1618,2711,1712,1218,1287,1384
"YOL053W",1496,2244,1506,1003,1204,935
"YOL117W",909,1230,972,612,651,615
"YOR038C",393,567,309,231,228,239
"YOR303W",5852,7322,7402,4851,5118,4470
"YOR137C",1288,1453,1086,812,853,695
"YOL034W",799,1096,1080,526,730,489
"YOR052C",6411,7984,4436,3084,3670,3431
"YOR190W",379,518,404,248,246,240
"YOL039W",365,761,369,317,302,302
"YOR349W",828,1106,808,643,571,650
"YOL090W",174,247,163,190,145,173
"YOR271C",676,711,573,363,436,371
"YOR173W",17633,20568,11871,9801,9395,12843
"YOR106W",605,852,522,369,422,424
"YOR108W",228,414,287,240,202,223
"YOR059C",2093,2507,1875,1335,1464,1317
"YOL149W",504,942,534,355,513,350
"YOR121C",485,623,400,288,288,380
"YOL106W",21,29,6,6,13,11
"snR9",200,269,146,123,104,132
"YOR295W",332,525,366,224,264,198
"YOR203W",2,3,2,1,2,2
"YOR132W",1700,2070,1613,1196,1172,1368
"YOR216C",731,1261,1058,513,705,462
"YOR099W",996,1321,950,713,833,628
"YOR001W",1332,1925,1275,951,955,1071
"YOR009W",71,174,90,69,89,95
"YOR204W",1855,2175,2024,1097,1357,1359
"YOR209C",4211,4860,3814,2701,3129,2582
"YOR284W",140,240,108,64,125,92
"YOR036W",11171,12476,12468,6172,9217,5296
"YOR154W",1212,1691,1271,802,836,803
"YOR048C",1779,2543,1702,1319,1310,1447
"YOL073C",1788,1944,1517,962,1135,1156
"YOL152W",1075,1318,812,623,477,707
"YOL101C",327,312,312,145,127,136
"YOR085W",533,700,562,330,330,391
"YOR227W",4904,5769,3442,2855,2559,3969
"YOR159C",505,637,646,277,433,276
"YOR146W",1,2,1,0,0,0
"YOR372C",1561,1775,1219,1122,883,1241
"YOR112W",699,938,647,501,465,588
"YOR387C",59,59,30,28,54,34
"YOR229W",691,990,735,441,496,492
"YOR068C",0,0,0,0,0,0
"YOR376W-A",315,336,194,181,163,230
"YOL050C",14,26,12,12,11,9
"YOR342C",191,292,228,158,181,171
"YOL035C",1,5,1,3,0,1
"YOR251C",821,1058,761,488,550,617
"YOR041C",16,30,2,16,20,11
"YOR130C",275,313,153,143,145,173
"YOR119C",2090,3130,2735,1592,1814,1720
"YOL166C",20,63,27,27,23,10
"YOR008C",2990,3492,2562,1929,2038,2425
"YOL011W",1267,1600,1117,997,841,963
"YOR248W",0,0,1,0,2,0
"YOR202W",375,694,578,271,353,362
"YOR266W",208,245,218,118,144,141
"YOR140W",1695,1995,1514,1199,1129,1220
"YOR004W",251,427,274,219,204,166
"YOR308C",839,1315,1030,618,672,784
"YOR032C",835,1183,669,649,592,572
"YOR311C",780,1066,813,486,608,592
"YOL019W",450,660,530,477,528,331
"YOL138C",1359,1785,1174,886,810,1122
"YOL151W",53605,67238,42051,29473,31100,36776
"YOR330C",1730,2090,1684,1210,1194,1189
"YOR379C",0,1,0,0,0,0
"YOR142W",1947,2187,1604,1084,1084,1450
"YOR268C",7,9,4,1,1,0
"snR81",3,6,2,1,0,1
"YOR017W",894,1249,960,596,580,581
"YOR394W",0,0,0,0,0,0
"YOL134C",9,13,12,6,2,4
"YOR002W",1041,1087,863,536,592,693
"YOR194C",2368,3110,2409,1626,1735,1658
"YOR298C-A",16558,26873,19746,12374,14975,11946
"YOL069W",256,308,358,148,192,155
"YOR014W",3591,4233,3164,2187,2369,2674
"YOR346W",1134,1507,1115,778,832,944
"YOR044W",2335,3266,1454,1030,1282,927
"YOR275C",2308,2688,2426,1453,1636,1535
"YOR174W",755,850,634,451,523,427
"YOR336W",1495,1907,1631,966,1031,1107
"YOL094C",157,265,166,143,144,118
"YOR122C",3152,4214,2460,1590,1989,1777
"YOR256C",2695,3348,2422,1759,1843,1792
"YOL137W",262,457,257,164,224,163
"YOR350C",1186,1639,1179,774,911,793
"YOR196C",1474,1932,1700,950,1170,951
"YOR380W",393,489,399,307,265,258
"YOR314W-A",0,0,0,0,0,0
"tA(UGC)O",83,96,38,49,45,42
"YOL097W-A",4,5,5,3,1,2
"YOR376W",16,16,15,12,16,5
"YOR369C",481,880,453,330,409,286
"YOL132W",131,201,167,86,112,85
"YOR296W",530,745,506,343,369,431
"YOR260W",1588,2089,1431,1032,1090,1117
"YOR373W",331,446,399,303,260,251
"YOR163W",1544,1865,1637,889,1150,1087
"YOR029W",26,34,19,15,16,14
"YOL042W",415,530,440,217,297,208
"YOR316C",4302,5790,3588,2829,2629,3239
"YOR326W",1420,1742,1249,924,944,981
"YOR293C-A",2,2,3,0,2,5
"YOL036W",1814,2417,2081,1229,1397,1177
"YOR072W-B",0,0,0,0,0,0
"YOR332W",339,448,296,213,239,233
"YOL002C",440,487,389,227,211,229
"YOR193W",645,793,615,378,477,390
"YOR243C",706,1082,796,561,564,495
"YOR126C",483,686,442,351,356,448
"YOR070C",1735,2147,1462,1085,1075,1230
"YOR328W",12314,17038,10562,8598,9069,8098
"YOL056W",431,468,455,220,325,206
"YOR098C",2670,3620,3387,1933,2119,2066
"YOL110W",730,1051,926,493,794,487
"YOR213C",1230,1653,1275,821,1058,718
"YOR253W",634,886,608,291,414,274
"YOR008C-A",11,11,9,1,2,8
"YOL113W",563,814,577,535,544,468
"YOR060C",559,757,537,415,336,442
"YOL076W",638,740,567,339,402,360
"YOR186C-A",0,0,0,0,0,0
"YOR381W",715,1069,583,511,458,488
"YOR113W",2911,4671,2929,2150,2240,2305
"YOR273C",5610,6702,4941,3174,3705,3951
"tN(GUU)O1",1,2,0,0,0,0
"YOR161W-A",0,0,0,0,0,0
"YOL147C",678,885,529,346,460,419
"YOR338W",1200,1568,1336,555,1108,725
"YOR178C",9847,18482,9030,7695,7979,10417
"YOR188W",501,685,509,405,363,366
"YOL159C",182,192,145,115,138,133
"YOR382W",792,1770,1269,565,896,683
"YOL071W",2346,3122,2278,1550,1646,1500
"YOR363C",2097,2722,1787,1254,1275,1787
"YOR069W",1204,1510,1210,831,992,857
"YOR075W",1575,2382,1568,722,1191,642
"YOR124C",5068,6001,4912,2984,3291,3456
"YOR008W-B",3,6,10,3,2,7
"snR31",52,100,58,41,34,22
"YOL025W",1632,2126,1444,1085,1066,1362
"YOR057W",1242,1886,1144,866,921,914
"YOR265W",650,855,749,396,531,315
"YOL127W",746,1277,691,659,754,594
"YOR107W",416,562,403,297,308,281
"YOL142W",471,613,413,331,297,340
"YOR239W",1425,1728,1443,1018,1013,1102
"YOL091W",145,209,144,100,111,76
"YOR317W",21599,25086,24539,13300,15648,14352
"YOR370C",2166,3050,1960,1720,1616,1956
"tM(CAU)O1",2,3,3,0,0,0
"YOR211C",1215,1662,1087,807,879,987
"YOR191W",3014,4695,3562,2332,2226,2613
"YOL064C",1141,1303,1317,716,930,650
"tT(AGU)O1",0,1,0,0,0,0
"YOL049W",1933,2189,1590,1032,1134,1306
"YOL043C",772,1043,937,500,536,502
"YOR043W",1677,2714,1607,1246,1333,1246
"YOR331C",1,3,7,1,0,0
"YOR309C",60,90,64,59,70,32
"YOR104W",549,802,547,501,535,360
"YOL114C",67,98,54,64,78,40
"YOR300W",19,22,5,7,8,12
"YOR220W",8424,8978,6054,4430,5434,5099
"YOR378W",580,699,540,294,402,407
"YOL059W",3248,3116,3553,1651,2325,2504
"YOR386W",2037,2326,1768,1196,1242,1433
"YOL027C",4463,5126,4722,2947,2907,3357
"snR62",18,20,4,8,2,16
"snR17a",56,110,70,62,61,71
"YOL155C",2971,4753,3311,2172,2686,3077
"YOR375C",1062,1727,1172,682,894,749
"snR35",8,12,8,4,0,11
"YOR100C",1145,2523,1198,1427,1257,1105
"YOL026C",376,396,316,213,258,316
"YOL012C",598,650,470,349,398,381
"YOR026W",246,228,338,121,183,133
"YOR359W",937,1385,1142,699,835,689
"YOR250C",482,442,423,293,312,415
"YOL013C",1786,2005,1365,1022,983,1177
"YOR272W",932,1200,923,658,739,639
"tG(GCC)O2",0,0,0,0,0,0
"YOL164W-A",188,184,141,63,97,56
"YOL082W",3511,3756,2771,1967,2109,2383
"snR36",20,31,11,19,17,26
"YOR035C",3442,4051,2839,2257,2314,2205
"YOL016C",6062,6776,5721,3252,4575,3147
"YOR007C",8506,10106,8263,4630,5668,6279
"YOR325W",0,0,0,1,0,1
"YOL085W-A",217,201,167,110,123,140
"YOL160W",83,158,80,40,37,14
"YOR361C",1715,2589,1706,1336,1337,1443
"YOL158C",655,768,503,430,449,408
"YOR315W",107,175,144,103,111,84
"YOR010C",63,81,47,44,34,53
"YOR384W",2078,2349,1586,1130,1185,1617
"YOR234C",238,527,192,212,254,167
"YOR283W",825,1156,856,423,611,399
"YOR020W-A",1794,2313,1476,871,1194,842
"YOL045W",1328,1757,1440,800,1140,795
"YOR102W",5,14,10,8,7,10
"YOL128C",714,773,607,429,538,251
"YOR360C",1424,1832,1504,681,1025,851
"YOL097C",387,503,346,226,280,299
"YOR164C",1094,1542,1066,679,755,714
"YOR175C",1746,2216,1295,993,998,1187
"tP(UGG)O1",0,0,0,0,0,0
"YOR086C",7185,7885,5015,4037,3693,5492
"YOR242C",82,143,100,47,51,49
"YOR155C",1530,1738,1439,838,919,844
"YOL019W-A",2,0,1,0,0,3
"YOL030W",2496,2772,1761,1688,1482,2230
"YOR323C",992,1264,938,592,688,839
"YOL017W",159,300,239,182,181,176
"YOR233W",585,697,670,458,450,412
"YOL037C",46,67,36,29,37,31
"YOR083W",117,226,196,106,112,167
"YOL010W",1131,1403,1062,783,771,697
"YOR118W",2625,3387,2368,1520,1738,1849
"YOR128C",814,1215,968,453,659,599
"YOL125W",994,1488,1167,741,867,604
"YOL004W",5018,5871,4618,3224,3264,3559
"YOR177C",767,890,745,524,521,489
"YOR166C",447,671,546,318,372,252
"YOR006C",2375,2822,2099,1272,1419,1320
"YOR324C",283,342,377,214,208,188
"YOL024W",59,71,42,26,29,36
"YOR033C",349,472,254,233,192,278
"YOL033W",296,369,244,180,191,163
"YOL070C",1173,1414,1519,706,983,774
"YOR116C",2364,2855,1809,1614,1338,1670
"YOL067C",619,941,802,464,568,456
"YOR145C",303,481,371,207,291,228
"YOR304C-A",142,280,160,133,156,127
"YOR192C",562,618,526,336,335,398
"YOL109W",8331,19034,13454,6157,10013,4633
"YOR078W",715,1131,819,518,693,495
"YOR134W",3282,2554,1583,1328,1549,1269
"YOR131C",1156,1501,1396,612,892,659
"YOR368W",409,629,423,242,328,267
"YOL111C",624,799,653,423,443,482
"YOR168W",2599,3173,2047,1640,1608,1667
"YOR226C",243,342,218,146,186,186
"YOL162W",117,125,95,66,72,68
"YOR334W",222,352,204,114,149,149
"YOR241W",592,735,597,358,440,399
"tP(UGG)O2",0,0,0,0,0,0
"YOR245C",5376,6518,4261,2948,3171,3118
"YOL009C",537,654,460,290,374,340
"YOR153W",25286,35762,32315,19310,20994,20703
"YOR358W",643,855,617,515,389,423
"YOR335W-A",0,0,0,0,0,0
"YOR170W",136,177,106,73,75,95
"YOR267C",4547,4457,3991,2257,2619,3158
"YOR081C",1343,1930,1165,956,1094,1252
"YOL145C",2130,2970,1872,1338,1456,1671
"YOL156W",156,223,154,110,108,110
"YOR322C",1246,1687,1432,893,954,1037
"YOL044W",789,1085,804,569,615,554
"YOR054C",4508,4889,3782,2482,2658,2844
"YOL031C",371,546,395,300,271,257
"YOR034C-A",81,96,43,59,43,42
"YOR306C",766,1406,1093,595,1013,512
"YOR261C",2698,3894,1960,1225,1714,1609
"YOR293W",1177,3144,1501,1015,1459,793
"YOR062C",3437,4069,3255,2206,2281,2030
"YOR339C",126,194,89,58,92,48
"YOR067C",757,967,602,506,518,462
"YOR312C",721,1236,556,463,623,554
"YOR094W",435,467,364,260,221,193
"YOL135C",684,793,643,385,432,452
"YOL105C",901,1306,740,619,505,751
"YOR329W-A",29,84,49,42,38,40
"YOR197W",3851,3792,3025,2298,2199,2843
"YOL104C",109,132,260,73,141,81
"YOR262W",975,1340,998,615,658,595
"YOR167C",788,1303,737,645,695,528
"YOL015W",238,317,201,169,179,176
"YOR161C",14996,18349,11789,7879,8206,10301
"YOR393W",1,4,2,3,1,3
"YOR105W",0,2,0,1,1,1
"YOR210W",222,330,265,122,203,87
"YOR364W",4,7,6,3,8,7
"YOL087C",2898,3885,2399,1897,1885,2284
"YOR127W",3293,4182,3136,2385,2410,2438
"YOR184W",3169,4540,3576,2335,2888,2352
"YOR150W",361,476,387,207,301,167
"YOR179C",333,483,275,206,204,231
"YOR340C",371,616,393,295,286,264
"YOR354C",1028,1341,868,727,697,760
"YOR217W",1145,1511,1156,768,867,807
"YOR298W",356,390,175,179,199,195
"YOL006C",2268,3059,2517,1659,1869,1431
"YOR259C",3390,4217,2844,1908,2194,2348
"YOR318C",50,69,31,29,25,33
"YOR320C",297,516,328,223,247,236
"YOR222W",717,984,626,434,436,583
"YOL165C",66,71,66,30,20,55
"YOL007C",37,54,59,32,45,28
"YOR307C",955,1440,869,621,723,721
"YOL051W",7456,10015,6200,4943,4912,6125
"YOR091W",1639,2439,1877,1252,1316,1366
"YOR079C",78,112,66,68,52,51
"YOL022C",1039,1654,1217,818,972,716
"YOR278W",270,358,328,170,227,212
"YOR024W",10,12,17,6,9,7
"YOL148C",785,897,863,431,520,432
"YOL078W",967,1240,943,686,616,648
"tP(UGG)O3",3,5,2,2,2,4
"YOR089C",8390,10944,7818,4872,6059,4456
"YOL098C",1803,2328,1531,1228,1280,1564
"YOR171C",2697,3364,2872,1819,1860,2079
"YOL089C",2179,2284,1459,1258,1124,1225
"YOL150C",141,79,50,48,34,97
"YOR095C",217,566,217,231,178,189
"YOL146W",105,189,88,57,83,62
"YOR224C",641,763,616,364,446,440
"YOR302W",1678,2082,2004,1346,1348,1341
"YOR286W",281,419,307,246,210,251
"YOR046C",1474,1831,1539,972,1072,1187
"tG(CCC)O",0,0,0,0,0,0
"YOR388C",14,25,13,20,14,30
"YOR228C",830,861,581,443,358,544
"YOL112W",935,1201,1156,625,686,628
"YOR141C",1652,2130,2079,1055,1304,1112
"YOL131W",56,70,54,30,58,34
"YOR049C",736,1290,706,641,606,654
"YOL143C",974,1225,713,514,633,639
"YOR172W",1022,1288,976,709,832,724
"YOR149C",666,916,692,448,480,478
"YOL164W",1602,1646,1148,990,899,922
"YOR011W",246,348,316,184,192,238
"YOR071C",1243,1473,1158,861,751,978
